nama,f,m
basruna,0.0,1.0
basruni,0.0,2.0
basrunsyah,0.0,1.0
basry,1.0,1.0
bass,0.0,1.0
bassa,1.0,3.0
bassae,1.0,0.0
bassam,0.0,6.0
bassama,1.0,0.0
bassamah,4.0,0.0
bassan,0.0,1.0
bassang,1.0,1.0
bassara,0.0,1.0
basse,11.0,0.0
bassi,1.0,0.0
bassinna,1.0,0.0
bassirudin,0.0,1.0
basso,0.0,5.0
bassory,0.0,1.0
bassri,0.0,1.0
basstin,1.0,0.0
bassya,2.0,0.0
bassyam,1.0,0.0
bastaman,0.0,3.0
bastami,1.0,3.0
bastamid,0.0,1.0
bastang,0.0,1.0
bastani,0.0,4.0
bastaniah,4.0,0.0
bastanta,0.0,2.0
bastari,2.0,7.0
bastati,1.0,0.0
basten,0.0,6.0
basthah,0.0,1.0
basthanta,0.0,1.0
basthomi,0.0,4.0
basti,0.0,1.0
bastia,1.0,0.0
bastiaan,3.0,6.0
bastiah,56.0,0.0
bastian,6.0,111.0
bastiana,0.0,1.0
bastiani,1.0,0.0
bastiannur,0.0,1.0
bastiansyah,0.0,6.0
bastianuddin,0.0,1.0
bastianur,0.0,1.0
bastiar,2.0,17.0
bastin,0.0,1.0
bastina,1.0,0.0
bastinah,1.0,0.0
bastini,1.0,0.0
bastino,0.0,1.0
bastira,0.0,1.0
bastista,0.0,1.0
bastiyah,8.0,0.0
bastiyan,0.0,1.0
bastiyar,0.0,2.0
basto,0.0,1.0
bastoen,0.0,2.0
bastomi,0.0,8.0
bastomy,2.0,4.0
bastoni,1.0,5.0
bastra,0.0,2.0
bastria,1.0,1.0
bastusya,1.0,0.0
bastya,0.0,1.0
bastyan,0.0,1.0
bastyar,0.0,3.0
basu,0.0,2.0
basuan,0.0,1.0
basudewa,0.0,2.0
basugeni,0.0,1.0
basugis,2.0,4.0
basui,0.0,1.0
basuin,0.0,1.0
basukesti,1.0,0.0
basuki,13.0,304.0
basunari,1.0,1.0
basundoro,1.0,0.0
basuni,3.0,71.0
basunie,0.0,1.0
basunjaya,1.0,2.0
basupati,0.0,2.0
basuqei,0.0,1.0
basur,0.0,1.0
basurah,0.0,1.0
basuri,0.0,2.0
basuriansyah,0.0,1.0
basurra,0.0,1.0
basurrah,0.0,1.0
basurya,0.0,1.0
basuseno,0.0,1.0
baswan,1.0,9.0
baswani,0.0,1.0
baswar,0.0,1.0
baswara,0.0,9.0
baswati,1.0,0.0
baswedan,0.0,1.0
baswei,0.0,1.0
baswendro,0.0,2.0
baswidan,0.0,1.0
basworo,0.0,1.0
basya,1.0,4.0
basyadi,0.0,1.0
basyalamah,0.0,1.0
basyar,1.0,28.0
basyarah,1.0,0.0
basyarahil,0.0,1.0
basyarel,0.0,1.0
basyariah,3.0,0.0
basyarina,1.0,0.0
basyariyah,2.0,0.0
basyaruddin,0.0,5.0
basyasya,2.0,0.0
basyawalbi,0.0,1.0
basyid,0.0,4.0
basyir,2.0,33.0
basyira,0.0,2.0
basyirah,5.0,1.0
basyiri,0.0,1.0
basyiroh,3.0,0.0
basyiruddin,0.0,1.0
basyit,0.0,1.0
basyith,0.0,1.0
basyor,0.0,2.0
basyori,0.0,6.0
basyri,0.0,1.0
basyrudd,0.0,1.0
basysyar,0.0,3.0
basysyaryzqi,0.0,1.0
basysyasy,0.0,1.0
basysyasyi,0.0,1.0
basytoh,1.0,0.0
basyuni,1.0,2.0
bat,0.0,4.0
bata,4.0,19.0
batae,0.0,1.0
batam,0.0,2.0
batan,18.0,8.0
batang,3.0,4.0
bataona,2.0,2.0
batar,0.0,1.0
batara,18.0,47.0
batari,21.0,1.0
bataritoja,2.0,0.0
batarung,0.0,1.0
batarvi,0.0,1.0
batary,1.0,0.0
batas,0.0,1.0
batasi,0.0,1.0
batati,0.0,3.0
batatta,1.0,2.0
batau,3.0,1.0
batawi,0.0,1.0
bate,0.0,3.0
batebandera,1.0,0.0
batekon,0.0,3.0
batete,0.0,1.0
batetu,0.0,1.0
bath,0.0,1.0
batha,0.0,1.0
bathaki,0.0,1.0
bathara,0.0,5.0
bathari,2.0,0.0
batharitodja,1.0,0.0
bathi,1.0,0.0
bathin,0.0,3.0
bathriani,1.0,0.0
bathutah,1.0,1.0
bati,2.0,8.0
batiah,2.0,0.0
batian,1.0,0.0
batiani,0.0,1.0
batiha,0.0,1.0
batik,2.0,1.0
batika,1.0,1.0
batin,7.0,1.0
batingka,1.0,0.0
batini,2.0,0.0
batiniah,1.0,0.0
batirah,2.0,0.0
batista,1.0,5.0
batistuta,0.0,4.0
batita,1.0,0.0
batiyah,1.0,0.0
batjosukah,0.0,1.0
batjtja,0.0,1.0
batlayeri,0.0,2.0
batman,0.0,4.0
batmawati,1.0,0.0
batmen,0.0,1.0
batni,0.0,1.0
batnih,3.0,0.0
batno,0.0,1.0
bato,8.0,16.0
batog,0.0,1.0
batok,1.0,0.0
batomadika,1.0,0.0
batoq,0.0,4.0
batoronoto,0.0,1.0
batoteng,1.0,3.0
batria,1.0,0.0
batriah,1.0,0.0
batricorsila,0.0,1.0
batrisha,1.0,0.0
batrisia,1.0,0.0
batrisya,14.0,0.0
batrisyah,1.0,1.0
batrisyia,10.0,0.0
batrisyiah,1.0,0.0
batriyah,2.0,0.0
batrizya,0.0,1.0
batrudin,0.0,1.0
batseba,1.0,0.0
batsyeba,2.0,0.0
batsyebah,1.0,0.0
batsyebakarolinamanutmasa,1.0,0.0
batsyra,0.0,1.0
battae,1.0,0.0
battar,0.0,3.0
battare,0.0,1.0
batti,0.0,12.0
battiar,0.0,1.0
battin,1.0,0.0
batto,4.0,5.0
battola,0.0,1.0
battong,0.0,1.0
battri,0.0,1.0
battu,3.0,2.0
battung,2.0,0.0
battuta,0.0,1.0
batu,20.0,21.0
batuah,1.0,4.0
batuallo,2.0,3.0
batuara,6.0,5.0
batuatas,0.0,1.0
batubara,17.0,22.0
batubuaya,1.0,2.0
batul,6.0,4.0
batun,1.0,0.0
batuna,4.0,4.0
baturandan,0.0,1.0
batutah,0.0,3.0
batzrani,0.0,1.0
bau,12.0,4.0
baumi,0.0,1.0
baun,17.0,0.0
baung,1.0,0.0
bauni,0.0,1.0
baura,1.0,0.0
bauran,0.0,1.0
bausat,1.0,1.0
baverly,0.0,1.0
bawa,1.0,3.0
bawafy,0.0,1.0
bawahas,0.0,1.0
bawaihi,0.0,2.0
bawajir,0.0,1.0
bawan,12.0,13.0
bawana,0.0,1.0
bawanda,0.0,1.0
bawang,1.0,1.0
bawani,0.0,1.0
bawanong,0.0,1.0
bawardi,1.0,0.0
bawazir,0.0,1.0
bawden,0.0,1.0
bawe,0.0,1.0
baweh,1.0,0.0
bawekes,0.0,1.0
baweng,1.0,0.0
baweq,1.0,0.0
bawesin,0.0,2.0
bawi,3.0,4.0
bawia,1.0,0.0
bawias,1.0,2.0
bawida,1.0,0.0
bawin,1.0,0.0
bawing,3.0,0.0
bawinto,1.0,0.0
bawiqa,1.0,0.0
bawiti,1.0,0.0
bawo,1.0,1.0
bawoel,2.0,1.0
bawoie,0.0,1.0
bawole,2.0,6.0
bawoleh,0.0,1.0
bawon,12.0,5.0
bawone,0.0,1.0
bawong,1.0,0.0
bawono,0.0,14.0
bawor,0.0,1.0
bawu,2.0,0.0
bawuk,1.0,1.0
bawuka,1.0,1.0
bawung,1.0,0.0
bawuo,0.0,1.0
bay,4.0,14.0
baya,17.0,4.0
bayaanaka,0.0,1.0
bayag,1.0,0.0
bayah,44.0,0.0
bayak,2.0,4.0
bayamin,0.0,1.0
bayan,1.0,5.0
bayanaka,0.0,15.0
bayang,1.0,0.0
bayangkara,0.0,3.0
bayani,10.0,2.0
bayanis,1.0,0.0
bayanpati,0.0,1.0
bayansyah,0.0,2.0
bayanti,2.0,0.0
bayanuddin,0.0,2.0
bayanul,1.0,0.0
bayaq,2.0,1.0
bayarif,0.0,1.0
bayau,2.0,13.0
bayazid,0.0,6.0
bayazied,0.0,1.0
baydah,3.0,0.0
baydhowy,0.0,2.0
baydillah,0.0,1.0
baydlowi,0.0,1.0
baydowi,0.0,2.0
bayen,0.0,1.0
bayer,0.0,1.0
bayezid,0.0,5.0
bayghum,1.0,0.0
bayhaki,0.0,4.0
bayhakki,0.0,1.0
bayhaky,0.0,2.0
bayhaqi,1.0,54.0
bayhaqie,0.0,1.0
bayhaqiy,0.0,1.0
bayhaqkhi,0.0,1.0
bayhaqqi,0.0,2.0
bayhaqy,0.0,4.0
bayhas,0.0,3.0
bayi,1.0,0.0
bayinah,1.0,0.0
bayirudin,0.0,1.0
bayjuriy,0.0,1.0
baykuni,0.0,1.0
bayla,1.0,0.0
baynah,1.0,0.0
bayo,2.0,8.0
bayodo,1.0,0.0
bayoe,0.0,1.0
bayogi,0.0,1.0
bayoh,0.0,1.0
bayona,1.0,1.0
bayram,2.0,0.0
baysa,2.0,1.0
baysan,0.0,1.0
baytama,1.0,1.0
bayti,2.0,0.0
baytullah,0.0,1.0
bayu,23.0,1369.0
bayuafta,0.0,1.0
bayuaji,0.0,4.0
bayualamsyah,0.0,1.0
bayuanju,0.0,1.0
bayuchesta,0.0,1.0
bayuda,0.0,1.0
bayudi,0.0,1.0
bayuf,0.0,1.0
bayufaiz,0.0,1.0
bayufitrabuana,0.0,1.0
bayuh,0.0,1.0
bayumi,0.0,1.0
bayung,2.0,1.0
bayuni,1.0,3.0
bayunita,2.0,0.0
bayuputra,0.0,1.0
bayuru,0.0,1.0
bayus,0.0,1.0
bayusyi,0.0,1.0
bayutirta,0.0,1.0
bayuwardhani,1.0,0.0
bayya,1.0,0.0
bayyanaka,0.0,1.0
bayyezid,0.0,1.0
bayyinah,2.0,0.0
bayyumi,0.0,1.0
bayzuri,0.0,1.0
bazae,1.0,1.0
bazahir,0.0,1.0
bazan,0.0,1.0
bazanzi,0.0,1.0
bazao,1.0,0.0
bazar,0.0,2.0
bazarah,1.0,2.0
bazarmi,0.0,1.0
bazighah,1.0,0.0
bazil,0.0,3.0
bazillah,1.0,0.0
baziqia,1.0,0.0
bazir,0.0,1.0
bazit,0.0,2.0
bazla,1.0,0.0
bazlia,1.0,0.0
bazlin,0.0,1.0
bazrawi,2.0,1.0
bazrullah,0.0,1.0
bb,1.0,0.0
bblolon,0.0,1.0
bbudhyanti,1.0,0.0
bd,0.0,1.0
bdassimarangkir,0.0,1.0
bdg,0.0,1.0
bdr,0.0,2.0
be,3.0,5.0
bea,2.0,2.0
beactric,1.0,0.0
beal,0.0,1.0
bealfancha,0.0,1.0
beallvania,1.0,0.0
beam,0.0,1.0
bean,0.0,7.0
beara,0.0,1.0
beat,0.0,1.0
beata,4.0,0.0
beatarisa,2.0,0.0
beatasari,1.0,0.0
beaterix,1.0,0.0
beatha,1.0,0.0
beati,1.0,0.0
beatric,1.0,0.0
beatrice,17.0,0.0
beatrick,4.0,0.0
beatriks,5.0,0.0
beatril,1.0,0.0
beatris,1.0,0.0
beatrix,18.0,4.0
beatus,0.0,2.0
beaunistra,1.0,0.0
beautty,1.0,0.0
beauty,7.0,0.0
beautyvera,1.0,0.0
bebang,0.0,1.0
bebbry,1.0,0.0
bebby,7.0,2.0
bebe,0.0,4.0
beben,0.0,5.0
bebet,1.0,0.0
bebhe,4.0,0.0
bebhy,1.0,0.0
bebi,9.0,1.0
bebid,0.0,1.0
bebie,3.0,0.0
bebika,0.0,1.0
bebo,0.0,1.0
bebri,0.0,1.0
bebun,1.0,0.0
beby,32.0,7.0
bebyana,1.0,0.0
beca,3.0,1.0
becce,23.0,1.0
bece,5.0,0.0
becek,1.0,0.0
bechteliana,1.0,0.0
beci,1.0,0.0
beck,0.0,3.0
beckam,0.0,1.0
beckham,0.0,4.0
becky,0.0,2.0
becy,1.0,0.0
beda,8.0,34.0
bedah,3.0,0.0
bedallia,0.0,1.0
bedang,2.0,0.0
bedawati,2.0,0.0
bedawi,0.0,1.0
beddi,0.0,1.0
beddruddin,0.0,1.0
beddrul,0.0,1.0
beddu,7.0,65.0
bedduadi,0.0,1.0
beddumari,0.0,1.0
beddutang,1.0,0.0
bede,1.0,1.0
bedeng,0.0,1.0
bedewati,1.0,0.0
bedha,0.0,1.0
bedhi,1.0,1.0
bedhu,0.0,1.0
bedi,0.0,5.0
bediana,1.0,1.0
bediktus,0.0,1.0
bedina,1.0,0.0
beding,0.0,1.0
bediuzzaman,0.0,1.0
bedjan,0.0,2.0
bedjo,0.0,10.0
bedliah,1.0,0.0
bedot,0.0,1.0
bedra,1.0,0.0
bedri,0.0,2.0
bedriyetun,1.0,0.0
bedrun,0.0,1.0
bedrus,0.0,1.0
bedrussoleh,0.0,2.0
bedruttamam,0.0,1.0
bedu,3.0,15.0
beduk,0.0,1.0
bedurahman,0.0,1.0
bedutang,0.0,1.0
bedy,1.0,1.0
bedzelina,1.0,0.0
bee,1.0,1.0
beenazer,1.0,0.0
beeng,1.0,0.0
beeovi,0.0,1.0
beertje,0.0,1.0
beethoven,0.0,1.0
beetty,0.0,1.0
befilia,1.0,0.0
befina,1.0,0.0
beftiara,1.0,0.0
beg,0.0,1.0
bega,1.0,1.0
begawan,0.0,2.0
begem,2.0,0.0
begi,1.0,1.0
bego,0.0,1.0
begtres,0.0,1.0
begu,0.0,1.0
begum,1.0,0.0
begurdi,0.0,1.0
behandrika,0.0,1.0
behaqi,0.0,1.0
behardi,0.0,1.0
behen,1.0,0.0
behi,0.0,2.0
behiman,0.0,1.0
behram,0.0,1.0
behri,0.0,5.0
behrouz,0.0,1.0
bei,1.0,4.0
beiby,3.0,0.0
beiduri,1.0,0.0
beij,1.0,0.0
beil,1.0,0.0
beilby,1.0,0.0
beilqiz,1.0,0.0
bein,0.0,1.0
beinah,1.0,0.0
beinda,1.0,0.0
beiri,0.0,2.0
beirut,0.0,1.0
beiseh,1.0,0.0
beishak,0.0,1.0
beja,0.0,1.0
bejan,0.0,4.0
bejo,1.0,80.0
bek,1.0,0.0
beka,3.0,3.0
bekar,0.0,4.0
bekasemba,1.0,0.0
beke,0.0,1.0
beken,0.0,1.0
bekham,0.0,1.0
bekhtar,0.0,1.0
bekki,1.0,0.0
bekman,0.0,1.0
beko,0.0,1.0
bekti,25.0,37.0
bektino,0.0,1.0
bektiono,0.0,3.0
beky,0.0,1.0
bel,1.0,0.0
bela,104.0,18.0
beladina,1.0,0.0
beladir,0.0,1.0
belah,2.0,0.0
belahan,1.0,0.0
belahang,1.0,0.0
belaian,0.0,1.0
belak,1.0,0.0
belamama,0.0,1.0
belaman,0.0,1.0
belamma,0.0,1.0
belan,1.0,3.0
belana,1.0,0.0
belang,5.0,5.0
belange,0.0,1.0
belangi,0.0,1.0
belani,1.0,0.0
belanita,1.0,0.0
belantara,0.0,1.0
belantik,0.0,1.0
belaon,2.0,1.0
belaong,1.0,0.0
belaora,1.0,0.0
belared,0.0,1.0
belarmino,0.0,1.0
belasa,1.0,0.0
belasari,1.0,0.0
belasius,0.0,2.0
belaster,0.0,1.0
belatifah,1.0,0.0
belatika,1.0,0.0
belau,0.0,1.0
belavista,1.0,0.0
belawa,0.0,9.0
belawaan,0.0,1.0
belawan,1.0,8.0
belawati,1.0,0.0
belawen,0.0,1.0
belawing,2.0,3.0
belayanti,1.0,0.0
belbina,2.0,0.0
belbyandra,1.0,0.0
belciana,1.0,0.0
belda,1.0,0.0
belden,0.0,2.0
bele,3.0,1.0
belega,0.0,2.0
belegur,1.0,0.0
belele,0.0,1.0
belelebine,1.0,0.0
belelen,0.0,1.0
belen,5.0,9.0
belena,1.0,0.0
belenehu,0.0,2.0
beleni,1.0,0.0
belfa,1.0,0.0
belfrit,0.0,1.0
belgacem,1.0,0.0
belgi,0.0,1.0
belgia,1.0,0.0
belgies,1.0,0.0
beli,0.0,2.0
belia,11.0,1.0
beliadi,0.0,1.0
beliahsong,1.0,0.0
belian,1.0,0.0
beliana,2.0,0.0
belianti,1.0,0.0
belianto,0.0,1.0
belicia,4.0,0.0
belida,1.0,0.0
belido,0.0,1.0
belile,0.0,1.0
belin,0.0,1.0
belina,2.0,1.0
belinda,37.0,0.0
beling,1.0,0.0
belinus,0.0,1.0
belita,5.0,0.0
beliti,4.0,0.0
beliyanto,0.0,1.0
bell,2.0,2.0
bella,493.0,19.0
bellaa,1.0,0.0
belladevi,1.0,0.0
belladona,1.0,0.0
bellaguna,1.0,0.0
bellamalini,1.0,0.0
bellamy,1.0,0.0
bellanada,1.0,0.0
bellanicka,1.0,0.0
bellanimus,0.0,1.0
bellaraya,1.0,0.0
bellarminus,0.0,1.0
bellatrix,4.0,0.0
bellavania,1.0,0.0
belle,3.0,0.0
bellen,2.0,1.0
belli,2.0,2.0
bellia,3.0,0.0
bellicia,1.0,0.0
bellina,5.0,0.0
bellinda,3.0,0.0
bellissa,1.0,0.0
bellissima,1.0,0.0
bello,2.0,1.0
bellova,3.0,0.0
bellu,0.0,2.0
bellva,1.0,0.0
bellvana,1.0,0.0
bellvania,68.0,0.0
belly,2.0,13.0
bellyan,0.0,1.0
bellyana,1.0,0.0
belman,0.0,2.0
belnic,0.0,1.0
belnis,1.0,0.0
belniur,0.0,1.0
belo,13.0,8.0
belong,1.0,2.0
belopadang,1.0,5.0
belopakan,1.0,0.0
belopandung,1.0,1.0
belopayung,1.0,0.0
belova,0.0,1.0
belqis,4.0,1.0
belsabe,1.0,0.0
belsar,0.0,1.0
belsy,0.0,1.0
belta,1.0,0.0
beltazar,0.0,1.0
belteshazzar,0.0,1.0
beltham,0.0,1.0
belti,0.0,1.0
beltris,1.0,0.0
beltzecar,0.0,1.0
belua,0.0,2.0
belualolong,0.0,1.0
beluan,0.0,1.0
belui,0.0,2.0
belva,42.0,6.0
belvadiyanti,1.0,0.0
belvana,5.0,0.0
belvanca,0.0,1.0
belvania,31.0,0.0
belvanya,1.0,0.0
belvaranny,1.0,0.0
belvary,0.0,1.0
belvasheila,1.0,0.0
belvia,6.0,0.0
belviana,1.0,0.0
belviaquin,1.0,0.0
belvina,3.0,0.0
belvya,1.0,0.0
bely,1.0,1.0
belynda,1.0,0.0
belysya,1.0,0.0
bemba,1.0,1.0
bembe,0.0,1.0
bembi,0.0,1.0
bembuain,1.0,0.0
bemlu,0.0,1.0
bemmy,0.0,1.0
bemur,0.0,1.0
ben,2.0,23.0
bena,4.0,4.0
benadeth,1.0,0.0
benah,4.0,0.0
benaiah,0.0,2.0
benandy,0.0,1.0
benanie,0.0,1.0
benap,0.0,1.0
benar,0.0,1.0
benard,0.0,2.0
benardi,0.0,2.0
benardo,0.0,4.0
benardy,0.0,1.0
benarfa,0.0,1.0
benariah,1.0,0.0
benarjono,0.0,1.0
benatelma,1.0,0.0
benawati,1.0,0.0
benawaty,1.0,0.0
benaya,1.0,10.0
benayan,0.0,1.0
benazer,0.0,1.0
benazhir,2.0,0.0
benazio,0.0,1.0
benazir,7.0,1.0
benazyr,0.0,1.0
benbella,0.0,1.0
benci,0.0,1.0
benciang,1.0,1.0
benda,0.0,1.0
bendelina,1.0,0.0
bendhard,0.0,1.0
bendi,0.0,5.0
bendick,0.0,1.0
bendito,0.0,4.0
bendod,0.0,1.0
bendon,0.0,1.0
bendot,0.0,1.0
bendri,0.0,1.0
bendrik,0.0,1.0
bendrizky,1.0,0.0
bendt,0.0,1.0
bendu,0.0,1.0
benduruk,4.0,6.0
bendy,0.0,1.0
bene,1.0,1.0
benecia,1.0,0.0
benedecta,1.0,0.0
benedekta,1.0,0.0
benedhicta,0.0,1.0
benedic,0.0,4.0
benedich,0.0,1.0
benedick,0.0,2.0
benedict,0.0,43.0
benedicta,12.0,0.0
benedictha,4.0,0.0
benedicto,0.0,1.0
benedictus,0.0,20.0
benedikta,14.0,0.0
benediktus,1.0,48.0
benedirtus,0.0,1.0
benedita,1.0,0.0
benedito,0.0,1.0
benekditus,0.0,1.0
beneng,1.0,1.0
beneriah,1.0,0.0
benett,0.0,2.0
beneva,2.0,2.0
benezha,1.0,0.0
benfranch,0.0,1.0
beng,6.0,8.0
benga,23.0,3.0
bengan,9.0,0.0
bengang,1.0,0.0
bengantokan,1.0,0.0
bengaola,1.0,0.0
bengawan,2.0,3.0
benge,0.0,5.0
benget,0.0,5.0
bengga,0.0,1.0
benggo,0.0,1.0
bengkal,1.0,3.0
bengnga,3.0,8.0
bengsen,0.0,1.0
bengu,1.0,1.0
benhard,0.0,8.0
benhur,0.0,1.0
beni,6.0,101.0
beniamin,0.0,1.0
beniaq,0.0,2.0
beniarto,0.0,1.0
beniati,1.0,0.0
benibiktus,0.0,1.0
benicio,0.0,1.0
benicius,0.0,1.0
benico,0.0,1.0
benida,1.0,0.0
benidictus,0.0,2.0
benidikta,2.0,0.0
benidikto,0.0,1.0
benidiktus,0.0,9.0
beniditus,0.0,1.0
benigno,0.0,2.0
benih,3.0,0.0
benika,1.0,0.0
benina,1.0,0.0
beninda,1.0,0.0
bening,37.0,5.0
beninya,2.0,0.0
beniqno,0.0,1.0
benisa,1.0,1.0
benisius,0.0,1.0
benita,8.0,0.0
benitha,1.0,0.0
benito,0.0,4.0
benitta,1.0,0.0
beniyanti,1.0,0.0
benjamin,1.0,19.0
benjani,0.0,1.0
benjary,0.0,1.0
benjin,0.0,1.0
benlevav,0.0,1.0
benlo,1.0,0.0
benmoris,0.0,1.0
bennasia,1.0,0.0
bennaya,0.0,1.0
bennazir,1.0,0.0
bennedict,0.0,4.0
bennediktus,0.0,1.0
bennet,0.0,1.0
bennett,0.0,3.0
benni,1.0,15.0
bennica,0.0,1.0
bennie,0.0,1.0
benning,2.0,0.0
bennis,0.0,2.0
bennitia,0.0,1.0
bennu,1.0,0.0
bennuas,0.0,1.0
bennurs,0.0,1.0
benny,3.0,190.0
bennyawan,0.0,1.0
bennydictus,0.0,1.0
bennysius,0.0,1.0
beno,0.0,3.0
benoit,1.0,3.0
benon,0.0,1.0
benong,2.0,0.0
benonie,0.0,1.0
benortus,0.0,1.0
benovaldis,0.0,1.0
benpri,0.0,1.0
benri,0.0,5.0
benry,0.0,2.0
bens,0.0,1.0
bensa,0.0,1.0
bensen,1.0,0.0
bensi,0.0,1.0
bensibar,0.0,1.0
bent,0.0,1.0
benta,1.0,1.0
bentalung,0.0,1.0
bentang,1.0,0.0
bentar,0.0,5.0
bentasen,1.0,0.0
benteng,0.0,3.0
bentenusa,8.0,14.0
benthiandhika,0.0,1.0
benti,3.0,0.0
bentian,0.0,5.0
bentley,0.0,1.0
bently,0.0,1.0
bento,0.0,2.0
bentriana,1.0,0.0
bentriko,0.0,1.0
bentura,0.0,1.0
benu,2.0,5.0
benua,0.0,1.0
benvania,1.0,0.0
benvie,0.0,1.0
benwy,0.0,2.0
beny,1.0,64.0
benyamin,4.0,107.0
benydiktus,0.0,1.0
benyna,1.0,0.0
benyta,2.0,0.0
benywanto,0.0,1.0
benza,0.0,1.0
benzema,0.0,41.0
beo,1.0,4.0
beoang,3.0,5.0
beonce,1.0,0.0
beos,0.0,1.0
beouty,1.0,0.0
bepa,1.0,0.0
bepi,1.0,2.0
bepissty,1.0,0.0
bepit,0.0,1.0
beppi,1.0,0.0
beppus,0.0,1.0
beppy,1.0,0.0
beq,3.0,0.0
bera,1.0,3.0
beraan,5.0,6.0
berada,0.0,1.0
beradianto,0.0,1.0
berahalla,0.0,1.0
berahi,1.0,3.0
berahim,1.0,19.0
berahima,0.0,4.0
berahman,0.0,1.0
berama,0.0,1.0
beramauk,0.0,1.0
beran,1.0,0.0
berani,0.0,2.0
berarddian,0.0,1.0
berasmi,1.0,1.0
berastagi,0.0,1.0
berata,0.0,2.0
beratn,0.0,1.0
berau,0.0,1.0
beraulia,1.0,0.0
beraya,0.0,1.0
berbalina,1.0,0.0
berbi,1.0,1.0
berbie,1.0,0.0
berbita,1.0,0.0
berchmans,0.0,1.0
berd,1.0,0.0
berdanti,1.0,0.0
berdeh,1.0,0.0
berdi,0.0,5.0
berdihan,1.0,0.0
berdina,1.0,0.0
berdit,0.0,1.0
berdy,0.0,3.0
berdyan,0.0,1.0
berdykariansyah,0.0,1.0
bere,2.0,5.0
berea,0.0,1.0
berebumaking,1.0,0.0
bereias,0.0,1.0
berek,1.0,1.0
bereki,1.0,0.0
berekina,1.0,0.0
berel,1.0,0.0
bereliyan,0.0,2.0
beren,0.0,1.0
berentek,0.0,1.0
beres,0.0,2.0
beretta,2.0,0.0
berewok,0.0,2.0
berewumaking,0.0,1.0
berg,1.0,2.0
bergama,1.0,0.0
bergas,0.0,2.0
bergi,0.0,1.0
bergita,7.0,0.0
bergitha,2.0,0.0
bergkamp,0.0,1.0
bergmans,0.0,1.0
bergota,0.0,1.0
berhala,1.0,0.0
berhan,0.0,2.0
berhans,0.0,1.0
berhansyah,0.0,2.0
berhanus,1.0,0.0
berhawi,0.0,1.0
berhonie,0.0,1.0
beri,1.0,8.0
beria,1.0,0.0
beriananda,1.0,0.0
beriani,1.0,0.0
beriatun,1.0,0.0
beribe,10.0,11.0
beribin,2.0,0.0
berickson,0.0,1.0
beriel,0.0,1.0
berifrima,0.0,1.0
berigita,1.0,0.0
berihang,1.0,0.0
beril,5.0,1.0
berill,0.0,1.0
berillian,3.0,0.0
beriman,0.0,1.0
berina,2.0,0.0
berinandiani,0.0,1.0
berinda,1.0,0.0
berine,1.0,0.0
berintan,1.0,0.0
berinto,0.0,1.0
berit,1.0,0.0
beriyan,0.0,1.0
beriyanto,0.0,1.0
berjuang,0.0,1.0
berka,0.0,2.0
berkah,6.0,12.0
berkal,1.0,0.0
berkamp,0.0,1.0
berkas,1.0,0.0
berkat,2.0,10.0
berkati,2.0,4.0
berkatilah,1.0,0.0
berkattullah,0.0,3.0
berkatullah,0.0,2.0
berkham,0.0,1.0
berkhmans,0.0,1.0
berkmans,0.0,1.0
berky,1.0,0.0
berlan,0.0,1.0
berli,1.0,1.0
berlia,1.0,0.0
berlian,139.0,18.0
berliana,113.0,0.0
berliananda,2.0,0.0
berliananta,0.0,1.0
berlianawati,1.0,0.0
berlianda,1.0,0.0
berliandes,0.0,1.0
berliando,0.0,3.0
berliandra,2.0,0.0
berliane,1.0,0.0
berliang,2.0,0.0
berliani,11.0,0.0
berlianita,1.0,0.0
berlianna,3.0,0.0
berliano,0.0,4.0
berliansyah,1.0,3.0
berlianta,0.0,1.0
berlianti,10.0,0.0
berlianto,0.0,1.0
berlianty,4.0,0.0
berlianur,1.0,0.0
berliany,4.0,0.0
berliato,0.0,1.0
berliawan,0.0,2.0
berliaziilu,1.0,0.0
berlin,15.0,17.0
berlina,11.0,0.0
berlinda,6.0,0.0
berlinna,1.0,0.0
berlinneta,1.0,0.0
berlino,0.0,1.0
berlinto,0.0,1.0
berlison,0.0,1.0
berlitha,2.0,0.0
berliya,1.0,0.0
berliyan,1.0,0.0
berliyana,3.0,0.0
berliyang,0.0,1.0
berliyanti,1.0,0.0
berliza,1.0,0.0
berlizza,1.0,0.0
berlliana,1.0,0.0
berllyana,1.0,0.0
berly,6.0,7.0
berlyan,4.0,0.0
berlyana,3.0,0.0
berlyando,0.0,1.0
berlyani,1.0,0.0
berlyn,1.0,0.0
bermadhani,0.0,1.0
berman,0.0,3.0
bermano,0.0,1.0
bermans,0.0,1.0
bermenika,1.0,0.0
bermi,1.0,0.0
bermian,1.0,0.0
berminto,0.0,1.0
bermot,0.0,1.0
berna,12.0,1.0
bernabas,1.0,7.0
bernad,1.0,13.0
bernada,1.0,0.0
bernaded,1.0,0.0
bernadet,6.0,0.0
bernadeta,23.0,0.0
bernadete,11.0,0.0
bernadeth,6.0,0.0
bernadetha,24.0,0.0
bernadetta,12.0,0.0
bernadette,10.0,0.0
bernadha,1.0,0.0
bernadhed,1.0,0.0
bernadheta,3.0,0.0
bernadhi,0.0,1.0
bernadi,0.0,2.0
bernadina,5.0,0.0
bernadine,3.0,1.0
bernadinus,0.0,4.0
bernaditus,0.0,1.0
