nama,f,m
yuliana,1759.0,4.0
yulianaandriani,1.0,0.0
yulianah,11.0,0.0
yuliananda,3.0,0.0
yulianapebi,0.0,1.0
yulianas,0.0,1.0
yulianata,0.0,1.0
yulianato,0.0,1.0
yulianawati,11.0,0.0
yulianayomima,1.0,0.0
yuliance,1.0,0.0
yulianda,14.0,3.0
yuliandana,1.0,1.0
yuliandani,1.0,0.0
yuliandar,0.0,1.0
yuliandara,1.0,0.0
yuliandari,7.0,0.0
yuliandawan,0.0,1.0
yuliandi,0.0,2.0
yuliandira,1.0,0.0
yuliandita,2.0,0.0
yuliando,0.0,1.0
yuliandra,1.0,4.0
yuliandri,0.0,1.0
yuliandriyani,1.0,0.0
yuliandy,0.0,1.0
yuliane,2.0,0.0
yulianfan,0.0,1.0
yuliani,520.0,4.0
yulianida,1.0,0.0
yulianie,1.0,0.0
yulianim,1.0,0.0
yulianindita,1.0,0.0
yulianing,1.0,0.0
yulianingrum,2.0,0.0
yulianingsih,26.0,0.0
yulianingtias,1.0,0.0
yulianis,4.0,0.0
yulianisa,1.0,0.0
yulianista,1.0,0.0
yulianiswarini,1.0,0.0
yulianita,19.0,0.0
yulianitasari,2.0,0.0
yulianmara,0.0,1.0
yulianna,3.0,0.0
yulianner,0.0,1.0
yuliannisa,1.0,0.0
yuliannor,1.0,0.0
yuliannur,1.0,1.0
yulianoor,1.0,1.0
yulianor,1.0,2.0
yuliansa,0.0,1.0
yuliansah,1.0,0.0
yuliansari,5.0,0.0
yuliansen,0.0,1.0
yuliansi,1.0,0.0
yuliansih,1.0,0.0
yuliansjah,0.0,1.0
yuliansya,1.0,0.0
yuliansyah,5.0,178.0
yulianta,0.0,1.0
yuliantama,1.0,0.0
yuliantana,1.0,0.0
yuliantari,6.0,0.0
yuliantati,1.0,0.0
yulianthi,3.0,0.0
yulianthie,1.0,0.0
yuliantho,0.0,1.0
yulianthy,2.0,0.0
yulianti,757.0,0.0
yuliantie,4.0,0.0
yuliantik,1.0,0.0
yuliantika,5.0,0.0
yuliantim,1.0,0.0
yuliantin,2.0,0.0
yuliantina,4.0,0.0
yuliantini,5.0,0.0
yuliantis,1.0,0.0
yuliantisyah,1.0,0.0
yulianto,13.0,448.0
yuliantoro,0.0,11.0
yuliantri,1.0,0.0
yuliantris,2.0,0.0
yulianty,33.0,0.0
yulianur,7.0,4.0
yulianus,1.0,76.0
yuliany,9.0,1.0
yulianze,1.0,0.0
yuliar,1.0,4.0
yuliarani,1.0,0.0
yuliardana,0.0,1.0
yuliardi,0.0,3.0
yuliardiansyah,0.0,1.0
yuliarditian,0.0,1.0
yuliare,1.0,0.0
yuliaristawati,1.0,0.0
yuliariyanto,0.0,1.0
yuliarna,1.0,0.0
yuliarni,5.0,0.0
yuliarno,0.0,1.0
yuliarsih,4.0,0.0
yuliarso,0.0,4.0
yuliarta,1.0,3.0
yuliartha,0.0,1.0
yuliarti,17.0,0.0
yuliartini,1.0,0.0
yuliarto,0.0,2.0
yuliarty,2.0,0.0
yulias,1.0,0.0
yuliasari,15.0,0.0
yuliase,1.0,0.0
yuliasih,12.0,0.0
yuliasinta,1.0,0.0
yuliaslulin,1.0,0.0
yuliasmanto,0.0,1.0
yuliasmin,1.0,0.0
yuliasnami,1.0,0.0
yuliasri,2.0,0.0
yuliastana,0.0,1.0
yuliastanti,3.0,0.0
yuliastari,2.0,0.0
yuliasti,1.0,1.0
yuliastika,3.0,0.0
yuliastini,2.0,0.0
yuliastri,4.0,0.0
yuliastuti,18.0,0.0
yuliastutie,1.0,0.0
yuliastutik,3.0,0.0
yuliastuty,1.0,0.0
yuliasuci,1.0,0.0
yuliasusanti,1.0,0.0
yuliati,242.0,1.0
yuliatiek,1.0,0.0
yuliatika,1.0,0.0
yuliatin,58.0,0.0
yuliatiningsih,1.0,0.0
yuliatmi,1.0,0.0
yuliatmoko,0.0,1.0
yuliatri,2.0,0.0
yuliatrisna,1.0,0.0
yuliatun,1.0,0.0
yuliaty,12.0,0.0
yuliavi,2.0,0.0
yuliawan,3.0,12.0
yuliawati,49.0,0.0
yuliawatiningsih,1.0,0.0
yuliawaty,2.0,0.0
yuliawin,1.0,0.0
yuliazzahra,1.0,0.0
yulice,1.0,0.0
yulida,23.0,0.0
yulidah,9.0,0.0
yulidar,5.0,2.0
yulidasari,1.0,0.0
yulidawati,4.0,0.0
yulidha,1.0,0.0
yulidharma,1.0,0.0
yulidhasari,1.0,0.0
yulie,10.0,1.0
yulieana,1.0,0.0
yuliem,1.0,0.0
yulien,1.0,1.0
yulies,3.0,1.0
yuliesar,0.0,1.0
yuliestell,1.0,0.0
yuliestiyo,0.0,1.0
yuliet,4.0,0.0
yulieta,2.0,0.0
yulietayanti,1.0,0.0
yuliethe,1.0,0.0
yulieti,1.0,0.0
yulifah,1.0,0.0
yulifar,1.0,0.0
yulifia,1.0,0.0
yuliha,1.0,0.0
yulihana,1.0,0.0
yulihar,1.0,0.0
yuliharti,1.0,0.0
yuliharyanti,1.0,0.0
yuliiani,1.0,0.0
yulik,2.0,0.0
yulika,8.0,0.0
yulikah,6.0,0.0
yulike,3.0,0.0
yuliko,0.0,1.0
yulil,1.0,0.0
yulilla,1.0,0.0
yulim,1.0,0.0
yulimuhartanti,1.0,0.0
yulimulyaningsih,1.0,0.0
yulin,13.0,0.0
yulina,9.0,0.0
yulinah,2.0,0.0
yulinalmi,1.0,0.0
yulinanda,0.0,1.0
yulinar,11.0,1.0
yulinarto,0.0,2.0
yulinas,1.0,0.0
yulinawati,1.0,0.0
yulinda,61.0,0.0
yulindah,1.0,0.0
yulindar,2.0,0.0
yulindawati,3.0,0.0
yulindra,2.0,5.0
yuliniawati,1.0,0.0
yulinidia,1.0,0.0
yulining,1.0,0.0
yuliningsih,2.0,0.0
yuliningtias,2.0,0.0
yulinto,0.0,1.0
yulinur,0.0,1.0
yulio,0.0,8.0
yuliona,1.0,0.0
yuliono,0.0,24.0
yuliovani,1.0,0.0
yulipah,1.0,0.0
yulirawati,1.0,0.0
yulis,30.0,10.0
yulisa,15.0,0.0
yulisah,1.0,0.0
yulisam,1.0,0.0
yulisar,0.0,2.0
yulisca,1.0,0.0
yulisda,4.0,0.0
yulisdawati,1.0,0.0
yulisdiana,1.0,0.0
yulisdiani,1.0,0.0
yulise,1.0,0.0
yulisharini,1.0,0.0
yulisia,1.0,0.0
yuliska,3.0,1.0
yulisma,1.0,0.0
yulisman,0.0,4.0
yulismayanti,1.0,0.0
yulismiati,1.0,0.0
yulisna,8.0,0.0
yulisnawati,1.0,0.0
yulisni,0.0,1.0
yulispian,1.0,0.0
yulissa,1.0,0.0
yulista,2.0,0.0
yulisti,1.0,0.0
yulistia,11.0,0.0
yulistian,1.0,6.0
yulistiana,15.0,0.0
yulistiani,7.0,0.0
yulistianingsih,1.0,0.0
yulistianti,3.0,0.0
yulistiawan,0.0,1.0
yulistiawati,5.0,0.0
yulistiayu,1.0,0.0
yulistin,3.0,0.0
yulistina,8.0,0.0
yulistini,1.0,0.0
yulistio,0.0,2.0
yulistiono,2.0,2.0
yulistiowati,2.0,0.0
yulistira,1.0,0.0
yulistiya,1.0,0.0
yulistiyani,3.0,0.0
yulistiyo,1.0,1.0
yulistri,2.0,0.0
yulistyani,2.0,0.0
yulistyarini,1.0,0.0
yulistyawati,1.0,0.0
yulistyo,2.0,0.0
yulistyowati,3.0,0.0
yuliswanto,0.0,1.0
yuliswar,0.0,1.0
yulisyah,1.0,0.0
yulita,176.0,0.0
yulitami,1.0,0.0
yulitasari,5.0,0.0
yulitha,1.0,0.0
yulius,5.0,230.0
yulivan,0.0,1.0
yulivia,3.0,0.0
yulivian,1.0,0.0
yuliwan,0.0,1.0
yuliwati,5.0,0.0
yuliwaty,1.0,0.0
yuliwawati,1.0,0.0
yuliwinarko,0.0,1.0
yuliwiyanto,0.0,1.0
yuliwiyati,1.0,0.0
yuliya,4.0,0.0
yuliyadi,0.0,2.0
yuliyah,3.0,0.0
yuliyana,46.0,0.0
yuliyananda,1.0,0.0
yuliyanawati,1.0,0.0
yuliyanda,2.0,0.0
yuliyani,23.0,0.0
yuliyaningsih,1.0,0.0
yuliyansah,1.0,0.0
yuliyansyah,0.0,1.0
yuliyanta,0.0,1.0
yuliyanti,60.0,0.0
yuliyantini,1.0,0.0
yuliyanto,0.0,15.0
yuliyantoro,0.0,1.0
yuliyanty,1.0,0.0
yuliyarsih,1.0,0.0
yuliyartika,1.0,0.0
yuliyasi,1.0,0.0
yuliyati,27.0,0.0
yuliyatin,1.0,0.0
yuliyawati,3.0,0.0
yuliyo,1.0,1.0
yuliyono,0.0,1.0
yuliyus,0.0,2.0
yuliza,4.0,0.0
yulizar,4.0,7.0
yulk,1.0,0.0
yulkani,0.0,1.0
yulkariah,1.0,0.0
yulkhaidir,0.0,2.0
yulkimara,0.0,1.0
yulkin,1.0,0.0
yulkipli,0.0,2.0
yulkris,1.0,0.0
yulla,1.0,0.0
yullah,0.0,2.0
yullenni,1.0,0.0
yulli,8.0,2.0
yullia,2.0,0.0
yulliana,3.0,0.0
yulliani,1.0,0.0
yullianti,2.0,0.0
yulliavisna,1.0,0.0
yullidah,1.0,0.0
yullie,3.0,0.0
yullinar,1.0,0.0
yullionno,0.0,1.0
yullisna,1.0,0.0
yulliya,1.0,0.0
yully,17.0,1.0
yullya,1.0,0.0
yullyana,2.0,0.0
yullyani,1.0,0.0
yullyanto,0.0,1.0
yullyanty,1.0,0.0
yulma,3.0,3.0
yulmaita,1.0,0.0
yulmaryanti,1.0,0.0
yulmati,1.0,0.0
yulmawan,0.0,1.0
yulmawati,1.0,0.0
yulmiati,1.0,0.0
yulniawati,1.0,0.0
yulnima,1.0,0.0
yulpan,0.0,1.0
yulpansa,0.0,1.0
yulparis,0.0,1.0
yulpia,1.0,0.0
yulrustag,0.0,1.0
yulsa,0.0,1.0
yulsetiawan,0.0,1.0
yulsilviana,1.0,0.0
yultanah,1.0,0.0
yulti,2.0,0.0
yultiana,1.0,0.0
yultina,2.0,0.0
yuluis,0.0,1.0
yulusack,0.0,1.0
yulva,1.0,0.0
yulvadila,1.0,0.0
yulvan,0.0,1.0
yulvarida,1.0,0.0
yulvi,2.0,1.0
yulviana,4.0,0.0
yulvido,0.0,1.0
yulvin,1.0,0.0
yulvina,2.0,0.0
yulvira,2.0,0.0
yulvita,1.0,0.0
yulwadi,0.0,1.0
yuly,15.0,3.0
yulya,9.0,0.0
yulyadi,0.0,1.0
yulyana,8.0,0.0
yulyani,6.0,0.0
yulyansyah,0.0,2.0
yulyant,0.0,1.0
yulyanti,10.0,0.0
yulyantina,1.0,0.0
yulyanto,0.0,2.0
yulyanus,0.0,1.0
yulyasanti,1.0,0.0
yulyasyah,0.0,1.0
yulyda,2.0,0.0
yulynda,1.0,0.0
yulyndasari,1.0,0.0
yulysuratman,0.0,1.0
yulyyana,1.0,0.0
yulzan,0.0,1.0
yulzhe,1.0,0.0
yuma,3.0,5.0
yumah,1.0,0.0
yumahardhika,1.0,0.0
yumai,0.0,1.0
yumaidah,1.0,0.0
yumaiqa,1.0,0.0
yumaisyaroh,1.0,0.0
yumami,1.0,0.0
yuman,0.0,1.0
yumana,0.0,2.0
yumani,1.0,0.0
yumanto,0.0,1.0
yumardian,0.0,1.0
yumariani,2.0,0.0
yumarkum,0.0,1.0
yumarlina,1.0,0.0
yumarni,1.0,0.0
yumarnis,2.0,0.0
yumaroh,2.0,0.0
yumaryati,1.0,0.0
yumas,0.0,1.0
yumasrur,1.0,1.0
yumasul,1.0,0.0
yumawan,0.0,1.0
yumawardi,0.0,1.0
yumbe,1.0,0.0
yumena,0.0,1.0
yumi,16.0,0.0
yumia,1.0,0.0
yumiani,1.0,0.0
yumianingsih,1.0,0.0
yumiarti,1.0,0.0
yumiati,5.0,0.0
yumiatika,1.0,0.0
yumida,1.0,0.0
yumiko,3.0,1.0
yumil,0.0,2.0
yumili,1.0,0.0
yumin,1.0,1.0
yumina,2.0,1.0
yuminah,1.0,0.0
yuminar,1.0,0.0
yumira,1.0,0.0
yumis,1.0,0.0
yumita,5.0,1.0
yumli,0.0,1.0
yumliana,1.0,0.0
yumma,3.0,0.0
yummi,1.0,0.0
yummna,1.0,0.0
yumna,417.0,10.0
yumnaa,26.0,0.0
yumnaaqilah,1.0,0.0
yumnaira,2.0,0.0
yumnara,1.0,0.0
yumnazzahra,1.0,0.0
yumni,6.0,0.0
yumniati,1.0,0.0
yumnis,1.0,0.0
yumono,0.0,1.0
yumran,0.0,1.0
yumri,1.0,0.0
yumroh,1.0,0.0
yumrotul,1.0,0.0
yumung,1.0,0.0
yun,10.0,3.0
yuna,52.0,9.0
yunadi,1.0,3.0
yunadia,1.0,0.0
yunadisa,1.0,0.0
yunadji,0.0,1.0
yunaeni,2.0,0.0
yunaesih,1.0,0.0
yunaffianti,1.0,0.0
yunafi,0.0,1.0
yunah,2.0,0.0
yunaidah,1.0,0.0
yunaidi,0.0,4.0
yunaidin,0.0,1.0
yunailin,1.0,0.0
yunain,0.0,1.0
yunaini,1.0,0.0
yunairi,1.0,0.0
yunais,1.0,0.0
yunaldi,0.0,1.0
yunalisa,0.0,1.0
yunama,1.0,0.0
yunan,2.0,28.0
yunanda,8.0,9.0
yunandar,0.0,9.0
yunandita,1.0,0.0
yunani,30.0,31.0
yunanik,14.0,0.0
yunanika,1.0,0.0
yunaningsih,2.0,0.0
yunanmi,0.0,1.0
yunansi,1.0,0.0
yunansyah,0.0,1.0
yunanta,2.0,4.0
yunantan,0.0,3.0
yunanti,1.0,0.0
yunantio,0.0,1.0
yunanto,3.0,18.0
yunanuddin,0.0,1.0
yunanudin,0.0,1.0
yunar,4.0,0.0
yunara,1.0,0.0
yunardi,0.0,2.0
yunari,1.0,0.0
yunaria,1.0,0.0
yunariadi,0.0,1.0
yunaris,0.0,2.0
yunariyah,1.0,0.0
yunarko,0.0,4.0
yunarlin,1.0,0.0
yunarmi,1.0,0.0
yunarni,2.0,0.0
yunarno,0.0,1.0
yunarsi,1.0,0.0
yunarsih,4.0,0.0
yunarso,0.0,1.0
yunarti,11.0,0.0
yunartika,1.0,0.0
yunartin,1.0,0.0
yunarto,0.0,3.0
yunas,1.0,2.0
yunasa,1.0,0.0
yunasri,0.0,1.0
yunasron,0.0,1.0
yunastain,1.0,0.0
yunata,2.0,2.0
yunatan,0.0,1.0
yunato,0.0,1.0
yunatris,1.0,0.0
yunava,0.0,1.0
yunawaroh,1.0,0.0
yunawati,3.0,0.0
yunaz,0.0,1.0
yunazwa,1.0,0.0
yunazzil,0.0,1.0
yunda,26.0,2.0
yundah,1.0,0.0
yundahari,1.0,0.0
yundahtari,1.0,0.0
yundara,1.0,0.0
yundari,4.0,0.0
yundariana,1.0,0.0
yundasari,1.0,0.0
yundayla,1.0,0.0
yunde,1.0,0.0
yundha,2.0,0.0
yundi,0.0,4.0
yundianur,0.0,1.0
yunding,0.0,1.0
yundira,2.0,0.0
yundita,1.0,0.0
yundo,0.0,1.0
yundoto,0.0,2.0
yundra,1.0,0.0
yunedi,0.0,1.0
yuneka,1.0,0.0
yunelfi,0.0,1.0
yunengsih,2.0,1.0
yuneni,1.0,0.0
yunensi,1.0,0.0
yunensia,1.0,0.0
yunentus,0.0,1.0
yunesti,1.0,0.0
yunetha,1.0,0.0
yuneti,3.0,0.0
yunety,1.0,0.0
yuneva,1.0,0.0
yung,6.0,2.0
yunggestu,0.0,1.0
yungki,1.0,0.0
yuni,755.0,50.0
yunia,58.0,0.0
yuniadi,0.0,3.0
yuniah,6.0,0.0
yunialita,1.0,0.0
yunian,1.0,0.0
yuniana,1.0,0.0
yunianda,1.0,0.0
yuniandari,1.0,0.0
yuniani,1.0,0.0
yunianingsih,2.0,0.0
yuniansyah,2.0,11.0
yunianta,0.0,1.0
yunianti,25.0,0.0
yuniantina,1.0,0.0
yunianto,0.0,26.0
yuniantoro,0.0,2.0
yunianty,1.0,0.0
yuniapura,0.0,1.0
yuniar,159.0,14.0
yuniarahmi,1.0,0.0
yuniarakaca,1.0,0.0
yuniarchan,1.0,0.0
yuniard,0.0,1.0
yuniardi,0.0,4.0
yuniarko,0.0,2.0
yuniarni,3.0,0.0
yuniarningrum,1.0,0.0
yuniarno,0.0,1.0
yuniarsari,1.0,0.0
yuniarsih,17.0,0.0
yuniarsini,1.0,0.0
yuniarso,0.0,2.0
yuniarta,2.0,3.0
yuniarthi,1.0,0.0
yuniarti,160.0,0.0
yuniartie,2.0,0.0
yuniartin,1.0,0.0
yuniartiningsih,1.0,0.0
yuniarto,2.0,17.0
yuniarty,4.0,0.0
yuniarwati,1.0,0.0
yunias,1.0,1.0
yuniasari,3.0,0.0
yuniasih,5.0,0.0
yuniasti,4.0,0.0
yuniastika,1.0,0.0
yuniasto,0.0,1.0
yuniastuti,4.0,0.0
yuniati,76.0,0.0
yuniatien,1.0,0.0
yuniatin,2.0,0.0
yuniatiningsih,1.0,0.0
yuniatun,4.0,0.0
yuniaty,2.0,0.0
yuniawan,3.0,2.0
yuniawati,8.0,0.0
yunica,4.0,0.0
yunice,1.0,0.0
yunicha,1.0,0.0
yunico,0.0,1.0
yunida,11.0,0.0
yunidar,3.0,1.0
yunidawati,2.0,0.0
yunidra,1.0,0.0
yunie,5.0,1.0
yuniel,0.0,1.0
yunielda,1.0,0.0
yuniesa,1.0,0.0
yunieta,1.0,0.0
yunifa,2.0,0.0
yunifah,1.0,0.0
yunifke,1.0,0.0
yuniftasari,1.0,0.0
yunih,1.0,0.0
yunik,13.0,1.0
yunika,30.0,1.0
yunikani,1.0,0.0
yunikartika,1.0,0.0
yunikasari,2.0,0.0
yunikawati,1.0,0.0
yunike,21.0,0.0
yuniken,1.0,0.0
yuniko,0.0,1.0
yunil,1.0,0.0
yunila,5.0,0.0
yunilah,1.0,0.0
yunilius,0.0,1.0
yunin,2.0,0.0
yunina,2.0,0.0
yuninda,14.0,0.0
yunindra,1.0,0.0
yunindya,1.0,0.0
yuning,1.0,0.0
yuningrat,0.0,1.0
yuningsari,1.0,0.0
yuningsi,2.0,0.0
yuningsih,47.0,0.0
yuningtias,1.0,0.0
yunink,1.0,0.0
yuninta,1.0,0.0
yunior,0.0,13.0
yunipah,1.0,0.0
yunipermata,1.0,0.0
yuniprapto,0.0,1.0
yunique,1.0,0.0
yunir,0.0,2.0
yunira,6.0,0.0
yunirda,1.0,0.0
yunis,2.0,1.0
yunisa,27.0,0.0
yunisaptanti,1.0,0.0
yunisar,1.0,0.0
yunisari,2.0,0.0
yunisetya,1.0,0.0
yunisha,1.0,0.0
yunisia,1.0,0.0
yuniska,2.0,0.0
yuniske,1.0,0.0
yunisma,1.0,0.0
yunisran,0.0,1.0
yunista,1.0,0.0
yunisti,1.0,0.0
yunistia,1.0,0.0
yunistiara,0.0,1.0
yunistira,1.0,0.0
yunistya,0.0,1.0
yunisya,1.0,0.0
yunisyah,1.0,0.0
yunit,1.0,0.0
yunita,985.0,1.0
yunitah,1.0,0.0
yunitalia,2.0,0.0
yunitama,1.0,1.0
yunitaningsih,1.0,0.0
yunitasari,19.0,0.0
yunitaty,1.0,0.0
yunitawati,2.0,0.0
yunitha,5.0,0.0
yunithalia,1.0,0.0
yuniti,1.0,0.0
yunitiawati,1.0,0.0
yunitirinda,1.0,0.0
yunitrima,1.0,0.0
yunius,0.0,4.0
yuniva,3.0,0.0
yuniwa,2.0,0.0
yuniwanto,0.0,1.0
yuniwarti,1.0,0.0
yuniwati,9.0,0.0
yuniyanti,3.0,0.0
yuniyar,2.0,0.0
yuniyardi,0.0,1.0
yuniyarno,0.0,2.0
yuniyarti,4.0,0.0
yuniyati,2.0,0.0
yuniza,4.0,0.0
yunizal,0.0,1.0
yunizar,11.0,8.0
yunkiasyah,0.0,1.0
yunliana,1.0,0.0
yunliansyah,0.0,1.0
yunlisdianto,0.0,1.0
yunmaroh,1.0,0.0
yunmiati,1.0,0.0
yunna,1.0,0.0
yunnahera,1.0,0.0
yunni,4.0,0.0
yunniarti,1.0,0.0
yunnisa,3.0,0.0
yunnita,1.0,0.0
yunnitta,1.0,0.0
yunnus,0.0,1.0
yunny,1.0,0.0
yuno,0.0,1.0
yunoko,0.0,1.0
yunon,0.0,1.0
yunpin,0.0,1.0
yunra,0.0,1.0
yunsa,0.0,2.0
yunsar,0.0,1.0
yunsia,1.0,0.0
yunsnaide,0.0,2.0
yunsri,0.0,1.0
yunsu,1.0,0.0
yuntari,2.0,0.0
yuntaria,1.0,0.0
yuntiana,1.0,0.0
yuntiari,1.0,0.0
yuntinah,1.0,0.0
yuntoro,0.0,2.0
yuntris,1.0,0.0
yunu,0.0,1.0
yunus,40.0,649.0
yunusiah,1.0,0.0
yunusti,1.0,0.0
yunustiar,0.0,1.0
yuny,3.0,0.0
yunyar,1.0,0.0
yunzil,1.0,0.0
yuono,0.0,5.0
yupa,0.0,3.0
yupandi,0.0,1.0
yupansyah,0.0,1.0
yupe,7.0,0.0
yupenda,0.0,1.0
yupenta,1.0,0.0
yupentus,0.0,1.0
yuphie,0.0,1.0
yupi,1.0,2.0
yupiana,1.0,0.0
yupiansyah,0.0,2.0
yupida,1.0,0.0
yupieta,1.0,0.0
yupil,0.0,1.0
yupin,0.0,1.0
yupinus,0.0,1.0
yupisman,0.0,1.0
yupita,10.0,0.0
yupiter,0.0,4.0
yupitono,0.0,1.0
yuppiati,1.0,0.0
yuprianti,1.0,0.0
yuprida,1.0,0.0
yuprilus,0.0,1.0
yupriztyas,1.0,0.0
yuqatil,1.0,0.0
yuqdha,0.0,1.0
yuqi,1.0,0.0
yur,1.0,0.0
yura,10.0,7.0
yuraida,1.0,0.0
yuran,1.0,0.0
yuranda,1.0,1.0
yurani,1.0,0.0
yuranti,2.0,0.0
yurbin,0.0,1.0
yurcell,0.0,1.0
yurda,1.0,1.0
yurdana,0.0,1.0
yurdani,0.0,5.0
yurdaniwati,1.0,0.0
yurdanus,0.0,1.0
yurdha,0.0,1.0
yurdi,0.0,6.0
yurdiani,2.0,0.0
yurdiansyah,0.0,3.0
yurdianto,0.0,2.0
yurdin,0.0,2.0
yurdius,0.0,1.0
yuren,1.0,0.0
yurenta,1.0,0.0
yurents,1.0,0.0
yures,0.0,1.0
yurgani,0.0,1.0
yurhamu,0.0,1.0
yurhan,0.0,1.0
yurhana,1.0,0.0
yurhansyah,0.0,2.0
yurhatati,1.0,0.0
yuri,32.0,18.0
yuriah,1.0,0.0
yurian,0.0,3.0
yuriana,6.0,0.0
yuriananda,2.0,0.0
yuriananti,1.0,0.0
yurianda,1.0,2.0
yuriandini,1.0,0.0
yuriani,4.0,0.0
yurianita,1.0,0.0
yuriansyah,0.0,10.0
yurianti,2.0,0.0
yuriantini,1.0,0.0
yurianto,0.0,4.0
yurianus,0.0,1.0
yuriasmoro,2.0,0.0
yuriasy,0.0,1.0
yuriati,4.0,0.0
yurid,0.0,1.0
yurida,1.0,0.0
yuridah,2.0,0.0
yuridatasya,1.0,0.0
yuridha,2.0,0.0
yuridi,0.0,1.0
yuridis,0.0,2.0
yuridisman,0.0,1.0
yurie,2.0,0.0
yuries,0.0,2.0
yurifan,0.0,1.0
yurik,0.0,1.0
yurika,33.0,0.0
yurikasari,1.0,0.0
yurike,16.0,0.0
yurikho,1.0,0.0
yuriko,2.0,4.0
yurila,1.0,0.0
yurilawati,1.0,0.0
yurin,4.0,0.0
yurina,5.0,0.0
yurinaldi,0.0,1.0
yurinata,0.0,2.0
yurinatha,0.0,1.0
yurinda,8.0,0.0
yurino,0.0,1.0
yurintia,1.0,0.0
yurinur,1.0,0.0
yuris,5.0,12.0
yurisa,5.0,0.0
yurisaputri,1.0,0.0
yurisca,2.0,0.0
yurischa,1.0,0.0
yurisda,3.0,0.0
yurisdika,0.0,1.0
yuriska,6.0,0.0
yurislinda,1.0,0.0
yurisma,1.0,1.0
yurismi,1.0,0.0
yurisna,13.0,0.0
yurisnawati,1.0,0.0
yurisni,0.0,1.0
yurisof,0.0,1.0
yurista,1.0,0.0
yuristiana,1.0,0.0
yuristin,1.0,0.0
yuristina,1.0,0.0
yuristinawati,1.0,0.0
yuristio,0.0,2.0
yuristra,0.0,1.0
yurita,3.0,0.0
yuritina,1.0,0.0
yuriwansyah,0.0,1.0
yuriyani,1.0,0.0
yuriyat,1.0,0.0
yuriyati,1.0,0.0
yuriza,4.0,0.0
yurizal,0.0,2.0
yurizet,0.0,1.0
yurizka,1.0,0.0
yurizky,0.0,3.0
yurizma,1.0,0.0
yurjani,0.0,1.0
yurjihan,1.0,0.0
yurliana,1.0,0.0
yurliani,1.0,0.0
yurliansyah,0.0,4.0
yurlianty,1.0,0.0
yurlin,5.0,0.0
yurlina,1.0,0.0
yurlinawati,1.0,0.0
yurllin,1.0,0.0
yurma,1.0,0.0
yurmedison,0.0,1.0
yurna,3.0,2.0
yurnadiansyah,0.0,1.0
yurnah,1.0,0.0
yurnaini,1.0,0.0
yurnalis,2.0,1.0
yurnaningsih,1.0,0.0
yurnawati,1.0,0.0
yurni,12.0,4.0
yurniah,1.0,0.0
yurnianor,0.0,1.0
yurniansyah,0.0,1.0
yurniat,1.0,0.0
yurniati,3.0,0.0
yurnida,1.0,0.0
yurnie,2.0,0.0
yurniga,1.0,0.0
yurnisa,1.0,0.0
yurnita,4.0,0.0
yurniza,0.0,1.0
yurpiansyah,0.0,2.0
yurruyani,0.0,1.0
yursal,1.0,2.0
yursiana,1.0,0.0
yursil,0.0,1.0
yursilis,0.0,1.0
yurti,1.0,0.0
yurtiani,1.0,0.0
yurzaqun,0.0,1.0
yus,10.0,37.0
yusa,6.0,11.0
yusabbih,0.0,1.0
yusabdiana,1.0,0.0
yusafdi,0.0,1.0
yusahab,0.0,1.0
yusaini,0.0,3.0
yusairis,0.0,1.0
yusairiz,0.0,1.0
yusak,3.0,39.0
yusal,2.0,2.0
yusam,0.0,2.0
yusan,1.0,5.0
yusana,2.0,0.0
yusanah,1.0,0.0
yusandhika,0.0,1.0
yusandinata,0.0,1.0
yusani,1.0,3.0
yusanjaya,0.0,1.0
yusanovic,0.0,1.0
yusanti,5.0,0.0
yusantika,0.0,1.0
yusanto,0.0,5.0
yusantok,0.0,1.0
yusaprita,1.0,0.0
yusar,0.0,3.0
yusari,3.0,0.0
yusarsif,0.0,1.0
yusarzif,0.0,1.0
yusasif,0.0,1.0
yusawrani,1.0,0.0
yusba,0.0,1.0
yusbandi,0.0,1.0
yusbar,0.0,2.0
yusbia,2.0,0.0
yusbiyanti,1.0,0.0
yuscita,2.0,0.0
yusda,4.0,6.0
yusdaneti,1.0,0.0
yusdaniah,1.0,0.0
yusdaniansyah,0.0,1.0
yusdanilawardani,1.0,0.0
yusdansyah,0.0,1.0
yusdar,0.0,2.0
yusdara,1.0,0.0
yusdarliah,1.0,0.0
yusdaryanto,1.0,2.0
yusdha,0.0,2.0
yusdhan,0.0,1.0
yusdhi,0.0,1.0
yusdhika,0.0,1.0
yusdi,0.0,14.0
yusdian,0.0,2.0
yusdiana,8.0,0.0
yusdiansyah,0.0,8.0
yusdianto,1.0,4.0
yusdiariyanto,0.0,1.0
yusdiati,1.0,0.0
yusdika,0.0,1.0
yusdin,1.0,7.0
yusdistira,0.0,1.0
yusditira,0.0,1.0
yusdy,0.0,1.0
yusdytira,0.0,1.0
yusef,0.0,7.0
yusefa,2.0,0.0
yuseka,1.0,0.0
yusel,0.0,1.0
yusello,0.0,1.0
yuseltin,1.0,0.0
yusema,1.0,0.0
yusen,0.0,1.0
yusena,1.0,0.0
yusenda,0.0,1.0
yusep,0.0,3.0
yusepa,1.0,0.0
yusepha,1.0,0.0
yusephin,0.0,1.0
yusepin,1.0,0.0
yuseran,0.0,4.0
yuseri,0.0,1.0
yusfa,9.0,9.0
yusfadila,1.0,0.0
yusfadillah,1.0,0.0
